Tugas,Tanggal,Waktu ,Latitude,Longitude,Altitude,Cuaca,Suhu Udara,Precipitation,Kelembapan,NpK,pH,Foto
13,21/05/2024,10:35:00,-8.568115,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/13_aug_342.jpg
14,21/05/2024,10:36:00,-8.567913,115.408968,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/14_aug_343.jpg
15,21/05/2024,10:40:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.5,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/15_aug_344.jpg
16,21/05/2024,10:42:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.1,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/16_aug_345.jpg
17,21/05/2024,10:43:00,-8.566347,115.409406,2 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/17_aug_346.jpg
18,21/05/2024,10:45:00,-8.566369,115.409811,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/18_aug_347.jpg
19,21/05/2024,10:47:00,-8.565972,115.409832,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/19_aug_348.jpg
20,21/05/2024,10:49:00,-8.565959,115.409529,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/20_aug_349.jpg
21,21/05/2024,10:50:00,-8.565915,115.409382,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/21_aug_350.jpg
22,21/05/2024,10:52:00,-8.565633,115.409384,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/22_aug_351.jpg
23,21/05/2024,10:54:00,-8.565389,115.409547,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/23_aug_352.jpg
24,21/05/2024,10:56:00,-8.564951,115.409413,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/24_aug_353.jpg
25,21/05/2024,10:58:00,-8.56477,115.409036,2 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/25_aug_354.jpg
26,21/05/2024,11:00:00,-8.564627,115.40898,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/26_aug_355.jpg
27,21/05/2024,11:01:00,-8.564476,115.408911,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/27_aug_356.jpg
28,21/05/2024,11:03:00,-8.564333,115.408881,2 mdpl,Cerah Berawan,28°C,10%,84%,5.4,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/28_aug_357.jpg
29,21/05/2024,11:05:00,-8.56484,115.408989,2 mdpl,Cerah Berawan,28°C,10%,84%,4.4,6.3,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/29_aug_358.jpg
30,21/05/2024,11:07:00,-8.565199,115.409251,2 mdpl,Cerah Berawan,28°C,10%,84%,4.0,6.6,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/30_aug_359.jpg
1,21/05/2024,9:51:00,-8.5676851,115.4694639,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 1_aug_360.jpg
2,21/05/2024,10:06:00,-8.5676812,115.4099071,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 2_aug_361.jpg
3,21/05/2024,10:08:00,-8.567478,115.409755,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 3_aug_362.jpg
4,21/05/2024,10:10:00,-8.56719,115.41007,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh4_aug_363.jpg
5,21/05/2024,10:13:00,-8.567238,115.41096,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh5_aug_364.jpg
6,21/05/2024,10:16:00,-8.567438,115.41108,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh6_aug_365.jpg
7,21/05/2024,10:18:00,-8.567355,115.411423,1 mdpl,Cerah Berawan,28°C,10%,84%,6.1,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh7_aug_366.jpg
8,21/05/2024,10:21:00,-8.567854,115.411653,1 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh8_aug_367.jpg
9,21/05/2024,10:22:00,-8.567941,115.411646,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh9_aug_368.jpg
10,21/05/2024,10:24:00,-8.56835,115.411548,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh10_aug_369.jpg
11,21/05/2024,10:31:00,-8.568535,115.408873,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/11_aug_370.jpg
12,21/05/2024,10:34:00,-8.568321,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/12_aug_371.jpg
13,21/05/2024,10:35:00,-8.568115,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/13_aug_372.jpg
14,21/05/2024,10:36:00,-8.567913,115.408968,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/14_aug_373.jpg
15,21/05/2024,10:40:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.5,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/15_aug_374.jpg
16,21/05/2024,10:42:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.1,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/16_aug_375.jpg
17,21/05/2024,10:43:00,-8.566347,115.409406,2 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/17_aug_376.jpg
18,21/05/2024,10:45:00,-8.566369,115.409811,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/18_aug_377.jpg
19,21/05/2024,10:47:00,-8.565972,115.409832,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/19_aug_378.jpg
20,21/05/2024,10:49:00,-8.565959,115.409529,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/20_aug_379.jpg
21,21/05/2024,10:50:00,-8.565915,115.409382,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/21_aug_380.jpg
22,21/05/2024,10:52:00,-8.565633,115.409384,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/22_aug_381.jpg
23,21/05/2024,10:54:00,-8.565389,115.409547,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/23_aug_382.jpg
24,21/05/2024,10:56:00,-8.564951,115.409413,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/24_aug_383.jpg
25,21/05/2024,10:58:00,-8.56477,115.409036,2 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/25_aug_384.jpg
26,21/05/2024,11:00:00,-8.564627,115.40898,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/26_aug_385.jpg
27,21/05/2024,11:01:00,-8.564476,115.408911,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/27_aug_386.jpg
28,21/05/2024,11:03:00,-8.564333,115.408881,2 mdpl,Cerah Berawan,28°C,10%,84%,5.4,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/28_aug_387.jpg
29,21/05/2024,11:05:00,-8.56484,115.408989,2 mdpl,Cerah Berawan,28°C,10%,84%,4.4,6.3,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/29_aug_388.jpg
30,21/05/2024,11:07:00,-8.565199,115.409251,2 mdpl,Cerah Berawan,28°C,10%,84%,4.0,6.6,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/30_aug_389.jpg
1,21/05/2024,9:51:00,-8.5676851,115.4694639,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 1_aug_390.jpg
2,21/05/2024,10:06:00,-8.5676812,115.4099071,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 2_aug_391.jpg
3,21/05/2024,10:08:00,-8.567478,115.409755,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 3_aug_392.jpg
4,21/05/2024,10:10:00,-8.56719,115.41007,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh4_aug_393.jpg
5,21/05/2024,10:13:00,-8.567238,115.41096,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh5_aug_394.jpg
6,21/05/2024,10:16:00,-8.567438,115.41108,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh6_aug_395.jpg
7,21/05/2024,10:18:00,-8.567355,115.411423,1 mdpl,Cerah Berawan,28°C,10%,84%,6.1,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh7_aug_396.jpg
8,21/05/2024,10:21:00,-8.567854,115.411653,1 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh8_aug_397.jpg
9,21/05/2024,10:22:00,-8.567941,115.411646,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh9_aug_398.jpg
10,21/05/2024,10:24:00,-8.56835,115.411548,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh10_aug_399.jpg
11,21/05/2024,10:31:00,-8.568535,115.408873,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/11_aug_400.jpg
12,21/05/2024,10:34:00,-8.568321,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/12_aug_401.jpg
13,21/05/2024,10:35:00,-8.568115,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/13_aug_402.jpg
14,21/05/2024,10:36:00,-8.567913,115.408968,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/14_aug_403.jpg
15,21/05/2024,10:40:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.5,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/15_aug_404.jpg
16,21/05/2024,10:42:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.1,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/16_aug_405.jpg
17,21/05/2024,10:43:00,-8.566347,115.409406,2 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/17_aug_406.jpg
18,21/05/2024,10:45:00,-8.566369,115.409811,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/18_aug_407.jpg
19,21/05/2024,10:47:00,-8.565972,115.409832,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/19_aug_408.jpg
20,21/05/2024,10:49:00,-8.565959,115.409529,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/20_aug_409.jpg
21,21/05/2024,10:50:00,-8.565915,115.409382,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/21_aug_410.jpg
22,21/05/2024,10:52:00,-8.565633,115.409384,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/22_aug_411.jpg
23,21/05/2024,10:54:00,-8.565389,115.409547,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/23_aug_412.jpg
24,21/05/2024,10:56:00,-8.564951,115.409413,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/24_aug_413.jpg
25,21/05/2024,10:58:00,-8.56477,115.409036,2 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/25_aug_414.jpg
26,21/05/2024,11:00:00,-8.564627,115.40898,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/26_aug_415.jpg
27,21/05/2024,11:01:00,-8.564476,115.408911,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/27_aug_416.jpg
28,21/05/2024,11:03:00,-8.564333,115.408881,2 mdpl,Cerah Berawan,28°C,10%,84%,5.4,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/28_aug_417.jpg
29,21/05/2024,11:05:00,-8.56484,115.408989,2 mdpl,Cerah Berawan,28°C,10%,84%,4.4,6.3,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/29_aug_418.jpg
30,21/05/2024,11:07:00,-8.565199,115.409251,2 mdpl,Cerah Berawan,28°C,10%,84%,4.0,6.6,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/30_aug_419.jpg
1,21/05/2024,9:51:00,-8.5676851,115.4694639,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 1_aug_420.jpg
2,21/05/2024,10:06:00,-8.5676812,115.4099071,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 2_aug_421.jpg
3,21/05/2024,10:08:00,-8.567478,115.409755,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 3_aug_422.jpg
4,21/05/2024,10:10:00,-8.56719,115.41007,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh4_aug_423.jpg
5,21/05/2024,10:13:00,-8.567238,115.41096,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh5_aug_424.jpg
6,21/05/2024,10:16:00,-8.567438,115.41108,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh6_aug_425.jpg
7,21/05/2024,10:18:00,-8.567355,115.411423,1 mdpl,Cerah Berawan,28°C,10%,84%,6.1,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh7_aug_426.jpg
8,21/05/2024,10:21:00,-8.567854,115.411653,1 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh8_aug_427.jpg
9,21/05/2024,10:22:00,-8.567941,115.411646,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh9_aug_428.jpg
10,21/05/2024,10:24:00,-8.56835,115.411548,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh10_aug_429.jpg
11,21/05/2024,10:31:00,-8.568535,115.408873,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/11_aug_430.jpg
12,21/05/2024,10:34:00,-8.568321,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/12_aug_431.jpg
13,21/05/2024,10:35:00,-8.568115,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/13_aug_432.jpg
14,21/05/2024,10:36:00,-8.567913,115.408968,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/14_aug_433.jpg
15,21/05/2024,10:40:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.5,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/15_aug_434.jpg
16,21/05/2024,10:42:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.1,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/16_aug_435.jpg
17,21/05/2024,10:43:00,-8.566347,115.409406,2 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/17_aug_436.jpg
18,21/05/2024,10:45:00,-8.566369,115.409811,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/18_aug_437.jpg
19,21/05/2024,10:47:00,-8.565972,115.409832,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/19_aug_438.jpg
20,21/05/2024,10:49:00,-8.565959,115.409529,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/20_aug_439.jpg
21,21/05/2024,10:50:00,-8.565915,115.409382,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/21_aug_440.jpg
22,21/05/2024,10:52:00,-8.565633,115.409384,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/22_aug_441.jpg
23,21/05/2024,10:54:00,-8.565389,115.409547,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/23_aug_442.jpg
24,21/05/2024,10:56:00,-8.564951,115.409413,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/24_aug_443.jpg
25,21/05/2024,10:58:00,-8.56477,115.409036,2 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/25_aug_444.jpg
26,21/05/2024,11:00:00,-8.564627,115.40898,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/26_aug_445.jpg
27,21/05/2024,11:01:00,-8.564476,115.408911,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/27_aug_446.jpg
28,21/05/2024,11:03:00,-8.564333,115.408881,2 mdpl,Cerah Berawan,28°C,10%,84%,5.4,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/28_aug_447.jpg
29,21/05/2024,11:05:00,-8.56484,115.408989,2 mdpl,Cerah Berawan,28°C,10%,84%,4.4,6.3,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/29_aug_448.jpg
30,21/05/2024,11:07:00,-8.565199,115.409251,2 mdpl,Cerah Berawan,28°C,10%,84%,4.0,6.6,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/30_aug_449.jpg
1,21/05/2024,9:51:00,-8.5676851,115.4694639,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 1_aug_450.jpg
2,21/05/2024,10:06:00,-8.5676812,115.4099071,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 2_aug_451.jpg
3,21/05/2024,10:08:00,-8.567478,115.409755,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 3_aug_452.jpg
4,21/05/2024,10:10:00,-8.56719,115.41007,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh4_aug_453.jpg
5,21/05/2024,10:13:00,-8.567238,115.41096,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh5_aug_454.jpg
6,21/05/2024,10:16:00,-8.567438,115.41108,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh6_aug_455.jpg
